Gene	PrfGL117HostGeneTPM	Prf XMG host Gene TPM
UGT1A10	0.376641	0.0
DUS2	26.158139	20.0461968
KLHL40	0.0	0.0
TMEM53	0.639158338631	1.131384
GSS	16.165944	17.386733
PPM1L	0.791101	0.780854
HDAC3	71.560996	72.152352
ZFPM1	74.0068	85.0711
PANK4	31.339521	21.029053
TMEM33	61.682106	69.8439653252056
BMP3	0.01317193876	0.061607154065
PLXDC2	9.6529594	6.67551
KRTAP6-1	0.0	0.0
FBXL8	14.16304	18.06273
SRL	3.56572	3.43286
SLC39A8	1.3999915	1.62129106
NRCAM	0.2852038	0.128577
TRIP11	15.643045	9.944762
OR4F15	0.45097	0.0238224
TMEM174	0.0	0.0
MPZL1	0.2608307	2.4123
C21orf91	110.74247	84.6839
TUBB6	34.7122	30.8157
CBFA2T3	0.458759	1.5079584
ACTR5	17.695098	17.1130752
MAFG	14.536416	14.214303
TRMT61A	6.34001	7.79243
TAP2	236.54156	214.62465
CD19	0.03117850455	0.0430688
OXGR1	0.0	0.0
ARL14EP	59.49705	42.727545
C10orf90	0.0378188	0.0
PIGT	105.413244	110.201194
MSL2	25.469	28.4718
SHCBP1L	1.89745	0.607422
VMP1	222.24058	225.02423
SYN1	0.32651200247958	0.223002
DRC1	2.306925	1.153575
ITPKB	36.471119	33.4602
KRTAP13-2	0.0	0.0
PDCL	27.800859	30.37092
PTGDR	0.636027	0.105349
GIGYF2	26.079112226061	24.1920445
RAB3GAP1	95.0715438	76.9530729
DAB2	0.0	0.0
CASP2	48.631785	34.254399
LMF2	51.0808	52.8406
PHIP	18.1272245	13.6588198
TSGA10	4.50471	4.982646
GCNT4	0.173726	0.158975
PLCE1	0.0386087	0.2235115
EIF2A	55.7174003	64.9145814
IPO5	94.6631	115.22
LRBA	22.5440823	24.3154878
CLDN23	0.375737	0.289514
PI4KA	40.2390758	35.801616
HIPK3	32.971218	32.18737
CTXN1	2.0517	1.20456
COIL	12.084634	11.230055
TMC8	37.996474	35.002684
GAL3ST2	0.105814	0.0
MTFR1	29.17646	30.074505
EHHADH	4.02769	3.4604
SLC16A10	5.369428	6.794498
GGT1	44.802555	57.8828700025869
DPM1	59.875146	32.759389
ZNF839	2.25229	2.55127
OR51F2	0.0	0.0
NDEL1	44.29087	32.96743080759
RNF170	13.7232372	12.108305
TFPI	4.153824	5.364407
TEAD1	0.324353	0.4437662
RBM19	21.795757	24.48269
IRGC	0.0892479	0.0
SMN1	70.778345	66.4278
NAA20	70.51978	68.925642
MSX1	0.0794829	0.0
SERPINE3	0.0563337	0.0785695
OR5J2	0.0	0.0
SLC3A2	152.014935	129.990686
ADAD2	0.0	0.0
ARHGEF5	2.589181	2.375553
HRH2	27.2855	19.04531
ERGIC3	125.269437	114.657156
PPM1A	42.2816	40.8864
RAD51	60.080357	57.944284
UBE4A	32.356354	32.240565
CHPF2	18.981942	18.943297
EFNB3	0.588016	0.388752
HEY1	0.093902	0.345916
CAMK1	1.3809463028	2.1138055
APOB	0.0	0.0
WDR17	0.755451	0.1882302
GTF2H1	47.90481	35.706746
LDLRAD4	1.06313	1.63591
ZBP1	110.26025	143.77312
TBCEL	20.45823236	19.0065136
MSH3	32.890109	17.959852267603
CRYGD	0.0	0.0
ARHGAP31	8.424534	8.535735
DUSP22	19.655702	14.626022
FABP2	0.0	0.0
NECAB3	1.093628	1.581097
AFAP1L2	0.121838	0.2198942
ITGB1BP1	59.80965	58.52155
SORCS1	0.114171	0.0787768
SRBD1	20.7643	18.6324
FOXF2	0.160728	0.26654
SOCS5	1.39903	2.17682
PLA2G4A	3.91600472	1.1953134056
FXYD4	0.17189893385	0.469255246092
TANGO6	4.172731	3.80575
DCUN1D5	56.30935	63.02647
USP45	7.23329	5.582349
BPI	0.0	0.120792
ALX3	0.0	0.0
SLC25A19	56.01648	61.769532
SLC5A11	0.189592	0.52555338
TEX14	0.604787	0.2188152
S100Z	0.0	0.0
SMPDL3A	36.357838	35.1767
KCTD11	2.93872	3.27987
MMEL1	0.0566621	0.0
SLCO1C1	0.0	0.0
TRMT12	2.42259	2.2198
FCRL5	0.0	0.0
HMCN1	0.60644	0.6580024
PSEN1	74.3822	78.8556
C3orf30	0.0	0.0
MT4	0.0	0.0
OR7G2	0.0788833	0.0264472
IKZF1	530.99268	535.46901
CEP68	14.15727	13.99595
DCDC2	0.0	0.0
TMUB1	15.74646	21.801865
TMEM119	0.0	0.0939698
CRMP1	43.770065	51.372419
SIRT3	15.018105	12.4925995
PRLR	0.434595	0.1166921
ZNF546	1.64958	1.15376
ANAPC15	94.53857	87.161242241
MCTP1	0.090542	0.5990499
FAM84A	0.419971	0.912842
SPATA20	0.0	0.542521
CCKAR	0.0	0.0
FMO4	0.0	0.0
CUEDC1	2.650196652	2.678806058
GNA11	15.0555	12.36099
IGFBP3	0.0	0.0
HEXDC	11.902534	7.53598
PFDN4	72.128568115	57.231079
CD300LD	0.114227	0.0788301
IGFL3	0.0	0.0
PRRC1	12.4743	13.4535
SMAD9	0.0548981	0.0
SPATA16	0.0	0.0
BTG1	150.6312	89.993
LMOD2	0.0	0.0
CYTH4	129.286	127.552
MAGEH1	0.279914	1.17104
PYGL	2.8236899	11.66054
DGKB	0.0	0.0
HCN3	1.046708	0.4919438
CSNK1G3	13.2664	16.1538
CRYBA2	0.0	0.0
ANXA2	1044.903475	1159.079309
EPOR	0.52763	1.77
ARL13B	5.1925677	3.894785
PHKG1	1.6015434	0.976654
CETN2	66.11475	55.57409
VAC14	40.28908	37.400977
RARS2	17.000845	17.61774938091
VAMP1	11.43689	8.45336
SULT6B1	0.7063	0.963068
CORO7	190.732977	129.094089
AKR1B10	28.525532	19.988092
RASSF3	7.45295	9.70254
C1QTNF5	0.267723	0.3944427
HS3ST5	0.0	0.0
ERAL1	19.53941	17.96012
ANO6	22.6195	25.3474
NF2	37.597763	34.682152
GLB1L3	0.0	0.0
DCT	0.0	0.0
ASIC5	0.0	0.0
AMH	0.838072	0.388166
CAVIN2	0.0	0.0
MOGAT1	0.0	0.0
OS9	163.594	142.1085
DZIP1	2.42661	2.40322
FNDC9	9.90071	7.99179
MYCBP2	32.129524	26.3582046
FDFT1	27.2817	30.9119
DGKK	0.0	0.0
TENM2	0.0	0.0
PDLIM5	19.4532987	22.60644
NDUFA2	205.776	215.454
TOGARAM1	9.41627	8.01798
DRAP1	231.786387	216.538542
HIST4H4	0.456154	0.753605
DNAH6	0.0	0.00799328713
MRI1	34.99534	45.789237
CTDSP2	26.995179982	29.4541642
ACAP3	31.508818	18.197115
KANK4	0.0	0.0422948
ACSF3	11.077047	12.154498
PAK1	0.576018	3.082616
YY1	66.6155	64.9088
NACA	1237.50754	1251.607679
UBQLN2	15.5962	17.3496
SNRPG	241.83869	223.356
TMEM145	0.0699836	0.0
OR5B21	0.214971	0.201067
MRPS14	76.77911	84.77841
ESPN	1.2114319	2.9547211
SRSF11	208.949364	141.491646
CADPS	0.0	0.0
GDF3	0.0364533	0.262924
OR4D11	0.172075	0.0544431
NDC80	41.8713	41.7314
CWC25	19.5700193	16.456905
DES	0.0	0.0682844
FCER1A	0.0	1.3933
ZNF354C	2.830154	2.298904
SLC6A12	1.56396199	1.7271525
KIF4A	39.066396	35.26526
SNX4	62.0569	61.448
CACNA1F	0.012183759311	0.0
TECTA	0.03526004	0.0142379
AMPD3	0.358285	3.056634
DEFB116	0.0	0.0
RBFOX3	0.0	0.0
C19orf67	0.7186804	0.0862292
KCNJ1	0.0502704	0.0
MCM6	291.990408	308.11113
WWTR1	0.0	0.0
CCDC78	1.19089	0.790766
RAI1	18.7698891	17.87701
AQP7	0.546531	0.208634
TBX1	0.0	0.0604333
UBC	2406.75238	2200.65291
TUBG2	1.5202	1.00261
METTL7B	0.0	0.273332
FOXRED1	36.737934	34.1548024755
LRCH3	26.7184082	17.384034
RSRC1	29.544022	25.044976
ARHGEF16	0.0999363	0.191874
CALHM2	7.73859	10.642796
NSMF	37.023640423834	22.7043390383
HTR1D	0.181176	0.04694
PXN	66.666997	72.655503
BARHL1	0.10772	0.0
TK1	197.23441	206.951536
FBRS	60.900039	59.536442
IL1RAPL2	0.480513	0.0390734
MEGF11	1.948688	1.8285802
SPINK14	0.0	0.0
REEP2	4.87269	6.64275
TBC1D8	0.478198	2.686961
CEP152	10.5914	7.308
RMND1	26.798119	17.82412
DGCR2	35.972532	37.1403100004431
NIP7	63.67525	74.01575
ZBTB2	15.991716	17.286548
TCP1	383.140185	427.475316
PADI3	0.316184	0.538042
HAVCR2	196.793	154.202
MOBP	0.0682915	0.188343
GNAL	2.2602	2.28298
ARHGAP23	0.9405387	1.250764
PRKDC	5.51372	4.76176
HDLBP	112.4965069	115.57139753154
SNX14	13.55905368919	14.6991
CBLN4	0.0	0.0
TIPRL	64.0735	56.00126
B4GALNT3	0.0	0.0283952
POLG	30.029837	30.839721
PNO1	54.22841	59.5459
SETD4	8.2464546842	8.15504271
FLI1	49.1176	46.6805
RC3H1	12.25585	12.20003
GPKOW	32.12971	27.94808
PRPS1	43.6698	52.8571
CATSPERG	0.3081981	0.206976
AKNA	212.328088	231.42
MORF4L2	121.246716371676	109.41014
SAC3D1	16.2999	23.3074
BCL2L13	40.735191	33.988009
PDAP1	118.707646	113.761899
ODF3B	0.0	0.110739
KCNB1	1.375752	1.6588076
CLDN15	0.353598	2.41524
ACY1	12.0885276	14.3367154434
NCMAP	0.172747	0.303119
SLC35F6	12.704325846	9.30439
PLA2G2F	0.0	0.0
SLC52A3	13.8372	12.49069
YARS2	17.073377089342	19.750372
ERCC5	17.058597	11.858356
ZCCHC3	2.19585	2.2859
DCPS	71.59235	83.23029
MCOLN2	23.237288	20.40817
WDR27	0.0	0.0
KBTBD8	4.15335	3.796201
CDC37	226.1552	254.5556
PCDHGB3	0.08810489	0.0
TSPO2	0.173163	2.142909
FASTK	54.792888	49.489748
FBXL19	11.986884	13.93015
CKLF	31.039026	24.748604
OR4C11	0.0	0.0
PHYKPL	16.808315	23.805242
ZIC2	0.0	0.128754
NOTO	0.0	0.0
MID1	15.9602197	3.4219722
KRAS	79.696788	68.233059
CPLX2	0.337733	0.251571
CCDC85B	24.3862	32.4623
PITX3	0.0	0.0
LRP1B	0.0	0.0
SEC24C	81.2448	79.049
ARMC8	13.477951	13.05695
SLITRK6	0.0	0.0
KRTAP5-3	0.0	0.0
MAPK14	80.112996	62.608862
SOX9	0.0	0.0
PPIC	7.62157	10.2199
GFM2	19.964942	19.18158
PAPLN	0.0	0.0717054
TBC1D21	0.0	0.0
ARFGAP3	7.35726	8.87979
LYPD2	0.0	0.0
ATP2B2	1.0033301	1.5218075
TXLNG	8.365729	8.764676
HMCES	42.37881	40.318431
SHISA7	0.0214319	0.0194083
RSC1A1	8.09925	8.58437
ZNF7	12.7859	11.6317
LHFPL1	0.0	0.0
KRT27	0.0	0.0
GSTA4	0.591126	2.14318
CCR5	55.78573	52.516814
MMP19	0.340739	0.565442
EIF4G1	233.901993001209	252.764241
DTX1	8.524175476	6.926659
ANKHD1	45.182956	46.66253
ZNF483	0.0	0.0
ASS1	18.067409	35.595943
PSTPIP1	236.91743	195.231881
RXFP4	0.0	0.0898597
ZNF18	16.48939	11.305179
ARL15	5.50712	5.62491
NUDT14	17.4506	17.3168
FNTB	14.01161	14.914037
VPS8	10.6966900691579	8.5437551
AVPI1	11.8997	9.47014
JAKMIP3	0.049748	0.0
MAP3K7	57.0466452	49.9797757
RPL41	5333.75385	5836.53274
OR6S1	0.0507949	0.0
SMARCC1	62.302687	67.1368256473
ERLIN2	13.943428	9.956407
C7orf50	11.722467	16.244142
NEK1	4.012977	4.2093955
LIME1	432.869205	413.98553
ARMCX1	0.0733989	0.0
FKBPL	3.64415	3.51398
TMEM256	109.066745	98.774038
AKT2	93.448275	106.592314
NAGPA	20.65116	24.3242
SMIM15	37.5283	42.7472
WFDC12	0.0	0.473027
FBP2	0.0	0.0
FBF1	8.282599	4.678988
UBA3	44.097661	44.018538
MFSD6	12.8791813	14.211365
NDUFAF3	37.99242	36.406549
HLA-DMA	12.772485	20.55748
LRRN1	0.0	0.0
DTWD2	2.4888	3.679055
ATP10A	31.5595	29.0812
CHORDC1	65.682959	81.168339
TMEM92	0.0	0.0
SSBP4	187.30917	202.012137
SH3BGR	0.273836	0.452068
HHIPL1	0.0	0.0
CABS1	0.0	0.0
KIF26B	0.07157276	0.03238299
SLC4A1	0.634618	7.04057
HDDC3	20.084115	13.153777
PRKD2	45.340903	52.01068
NTRK3	2.5345202	2.683658
NINJ1	4.712959	4.748048
GOLT1B	23.31586	22.17799
TMED3	53.273329	54.058732
FDXACB1	9.790924	8.481246
IGSF1	0.0	0.122069
OSBPL3	164.116195	149.23027
RNF217	0.0264217	0.0361596
RAPSN	2.936114	1.649446
PCF11	27.36374	20.6771
FGF18	0.332323	0.585388
MOCS1	10.973048	11.305443
TNFRSF11A	0.278999	0.246828
MCUR1	14.3166	13.4723
ORAI2	47.33133	40.49679
SPAG11B	0.0	0.0
ATG4C	0.591119	0.415894
CAMLG	18.35219	19.523179
NXPE3	6.27389	7.19419
FCRLB	0.310355	0.0
IL18R1	235.870022	172.146293
ABR	92.5521670012594	96.47257
GPR153	0.099014084	0.0
SLC6A17	0.0	0.0
FBXO46	10.76049	13.31052
CLK4	46.325263	23.836935
FAM217A	0.0950605	0.0
ANKRD23	12.93984	7.45699
GPR61	0.0543669	0.0
YTHDC2	6.0520598	6.4071363
SLC26A6	6.0342704	10.274218
WDR38	0.0279603	0.0826041
FAM13A	0.0	0.0531967
THSD7A	0.0356228	0.0362186
OR8D4	0.0	0.0
ZCCHC8	72.854240448115	60.9779900926772
RIPK3	62.31911	60.804083
SORCS3	0.0	0.0
ZNF169	3.776537	4.526785
TNFRSF8	9.17684	12.9136
CACNG7	0.0344658	0.0476692
MIXL1	0.0331626	0.0
ST6GALNAC5	0.0129916	0.0178322
ST8SIA2	0.0	0.0
GRIK5	5.30395120283	2.381475
DOCK2	190.159695	160.467338
ORM1	0.72851	7.2846
DNAJC1	48.398788322746	40.234628
BLOC1S5	8.37252	8.3358
TIFAB	0.127943	2.49439
LTV1	44.81938	47.4481
MUC1	2.460785	3.032925
CDT1	69.334022	80.54813
NAA10	147.879966	158.002417
ZCCHC11	36.121097	24.201085
NFAM1	1.17443	5.96638
CXCL3	0.0213422	0.0293578
ZNF420	2.716724	1.569068
HIGD2A	131.409	141.024
WDR60	0.998955	0.71451
ADAMTSL1	0.0	0.0
KLRG1	50.4514	51.3626
IFNGR2	0.888553	2.057806
SCAND1	59.5679	78.9705
TESC	16.36892	21.258282
MGEA5	69.4711	47.5216
BTNL10	0.2537668	0.8566164
SMC2	63.84069	65.5397952
CCDC74A	2.4619396	0.993513
EPHB3	0.4195691	0.59623122282
ADCK2	21.166231	17.694954
EIF5B	53.123876	48.664601501
GFPT1	26.547828	25.0945165
C7orf72	4.63208	3.417227
GPM6B	1.155337	1.089759
MED8	72.328224	68.47744
TSC22D3	68.624394	58.537465
CSTA	1.278362	0.40346
CD9	50.427695	61.960809
NLGN2	2.562664	3.873491
TAAR8	0.0	0.0
MZF1	0.8245174	0.7751925
CRLF1	0.0	0.0
METTL18	7.02901	6.53945
DIXDC1	0.4169465	0.3736586
TRIM14	51.911425	46.856871
HRNR	0.0	0.0
CALCOCO2	0.396609	0.166477
PIP4K2C	39.42012	36.22771
VSNL1	0.0	0.0562743
KDM8	11.87258	11.1498
BTK	0.906893	4.10274
TMEM168	17.469782	19.502844006627
CENPP	13.1947	13.7656
OPA1	34.285105	36.28654
FAM161A	1.2411173	0.599679893733
HSP90AA1	608.69194	614.86386
IL13RA1	0.160412	0.413723
C14orf79	0.401856	0.389912
PNP	66.4152	94.2658
WDFY4	0.347013	4.12232
ADRB3	0.333999	0.3918421
SH3GL1	54.7149	56.0048
OGG1	13.719647	15.229798
TTLL9	0.255233	0.173525
KIAA1468	21.799255	15.354968
DDI1	0.0308719	0.0
BTF3	1031.87078	1021.52888
KRT25	0.0	0.0
PRAMEF17	0.0	0.0
TAS2R16	0.0	0.0
SCGB1C1	0.0	0.0
FAM47E	0.262149	0.0
FOXN4	0.0	0.0
ZNF710	3.272633	3.861683
OPRM1	0.391801	0.428664
SEMA7A	60.71412	57.42589
AADACL2	0.0	0.0
CASC3	39.272985	32.95706
RIMS2	0.0	0.0211247
EDNRA	0.0	0.0
HOXD1	0.0	0.0
ZHX2	2.92703	4.5096
MLEC	73.6643	99.3547
PHPT1	34.4252	33.55903
SLC12A2	5.56703	7.01542
THOP1	27.638551	33.168647
SLC41A1	11.75365	10.8881
TBATA	0.3336828	0.0
CFHR1	0.0862509	0.0
MAEL	0.0	0.0
HMGCS2	0.0	0.0
KALRN	0.2427638	0.8842776
VKORC1L1	9.39313	14.243447
DDX19A	103.53123	89.185631
ESM1	18.7148	29.5902
FAM221B	0.529006	0.821976
OR5K3	0.0	0.0
OTOG	0.14667	0.172982
ARID1A	68.847494	59.63556
TRIM21	31.38293	25.20855
NUDT6	15.315375	9.05935
SLC2A6	1.2162795	2.27451
LUC7L2	137.461316	99.58422524222
ZNF330	43.143968	38.638569
CDC25C	30.6186	27.0618
SPIRE2	0.6198	0.734292
VPS26A	23.693131	21.819045
HSPA12A	0.0384748	0.0
CRYAA	0.0	0.0
ELAVL1	51.6569135	67.2791374
COL26A1	1.21446	0.0
TTLL2	0.0	0.0
GBA2	25.22072	20.151844
CCDC126	1.48641	1.51829
AADAT	0.0	0.0
MRPL18	98.35784	105.18376
C11orf80	0.0673185	0.0
ELF3	0.202512	0.0
CECR6	0.0151608	0.145709
RAB27A	125.93278	142.054932
GPHA2	0.0	0.0
ATP2A3	109.637659	105.74785
CEP19	17.21738	19.77498
KIAA0368	32.0835699	32.728888
UBA7	76.85015	50.5623200003379
GPATCH2L	14.8057	14.0529
HIST1H2BN	5.33616	2.15216
CYB5R1	23.177925	19.35161189643
P2RX3	0.0604535	0.422245
NPY6R	0.0	0.0
WT1	0.0	1.012746
MGST2	43.317878	59.55923
PRKCH	229.79686	219.27328
RABL6	68.1486	52.1828039
LATS1	14.06279347	9.664343489
INSR	0.3946792	1.0045876
CORO1A	1850.05031	2209.29088
SCO1	11.287610005601	11.03892
PLEKHF1	3.12159	4.01507
STK3	3.18865	3.1285400988865
DDX24	86.918	92.51978
WRN	15.07154	14.421254
LGALS2	0.0	0.0
C11orf88	0.0	0.0
ZNF676	1.458629	2.3189417
CASKIN1	0.156814	0.212028
WDR54	1.382589	3.016728
MTFR1L	48.38085	47.907732
MRPS2	24.261831	26.334921
TMEM65	4.64856	5.82996
SLC1A1	0.0200362	0.0538322
TMEM151B	0.0761017	0.0
HOMEZ	10.22418	6.37277947
TICAM1	10.587	11.5481
PLOD2	5.419571	5.698321
UBL3	100.9537014	100.2444696
CASP9	10.4242018	8.9536505
C12orf65	9.481893	9.061537
NUP62CL	0.0	0.461431
RPP38	6.66895	6.7323
SIPA1L1	31.5971	29.55738
DMRTA1	0.303672	0.2197944
CNIH1	61.47802	69.99416
MICALL1	12.1722	11.2132
ECSCR	0.309444	0.0
LCE3B	0.0	0.0
FAM192A	53.2891928493	42.32261502997
OR52N4	0.0	0.0501299
IFNL3	0.157488	0.0
SERPINA5	0.0	0.0
PIN4	117.851	97.6474
GREB1L	0.0553076	0.0762973
CSMD2	0.0	0.0146507
SDHD	156.241	176.226
NUGGC	0.0	0.0
C5AR2	0.2342440183343	0.33477100478461
TNNT1	12.877284	15.834193
TOR1A	54.5903	52.468966
CNR1	0.01276114136	0.0
AQP2	0.0	0.0
MCMBP	78.901747	76.55449
KRT8	0.0	0.0
LRTM2	0.0	0.0301663
PDE1B	21.306	7.56951
ING3	33.318037	37.886382
CDCA5	55.421	56.08156
HK2	25.060614	21.9787
HIST1H4K	4.56358	34.6977
ATP1A4	0.0	0.0
C19orf66	25.01721	17.861864
LRRC24	7.862206	7.598269
DIRAS2	0.0	0.0234037
LYZL4	0.0	0.0
RRP36	34.3574	39.1744
RPL7L1	49.9297	60.7052
DIS3L	14.823918	16.83489586809
PCK2	5.776	8.10199
CHSY3	0.0	0.0
TRPC4	0.0	0.0
UBE2B	100.07634	116.03209
TREX2	0.0	0.0
RHOT1	18.609955	20.394338
EXD1	0.3460139	0.2552196
KIAA0319L	29.018125	23.734146
POLR2F	118.117	168.371
NICN1	2.4359	3.56095
EZH1	27.386185	19.338523
PRPF19	137.937715	166.81843
INTS3	24.958702	34.405581
RSPO1	0.0420974	0.233575
LRP11	1.2239733	0.982409
FTL	960.743395	1039.88351
ACER2	1.165952	0.76208753
MAP1LC3A	7.80112	10.30691
RGL3	0.0	0.0
COPRS	5.859601	4.7553605
ACOXL	15.69869	10.91965
CENPL	28.600051	26.984903
ERLEC1	39.535263	32.66413
PAQR3	4.7944227	5.75194
IL7R	8.6555	10.6732
GLUD1	195.39394	206.26176
NUP93	86.0704900253777	89.73617702
PIK3C2G	0.0	0.0311621
STAT6	67.71145	63.03509
DUOX2	0.0	0.0
ADAM15	9.00217173147	8.4252038
RARRES2	0.180768	0.0
FLCN	15.911264	14.977706
DUOXA2	0.0	0.0
E2F8	45.593088	44.9352151
ADAM10	49.835856	55.411984
SLC35A5	7.263185	14.736003
CDH12	0.0	0.0
OR9I1	0.0	0.0
DYNC2H1	2.464758065	2.069041
WDR1	310.2608	354.394558
MAP3K11	31.1491	35.2773
COMMD1	116.048868	128.377461
ZDHHC13	13.567225	14.20283
HOPX	64.88894	80.042943
NDUFA13	119.336	132.705
DGCR6	12.580452	10.6479290529686
NHEJ1	13.76793	20.7129
NUCKS1	82.704677	84.820532
RBL2	124.5295375	115.5644
PFN3	0.0	0.0
SCRN2	11.598592	12.299733
CBX1	66.286221	70.659099
AP1G1	34.46726	39.220881
CACNA1A	2.690057868805	2.742827
RAMP1	0.621209	2.488965
FKBP1B	0.595264	3.07452
MGARP	0.720056272446	1.182240167304
RBFOX2	0.1340033	0.0918565
AP1M1	116.194339	118.732216
MAB21L1	0.0303881	0.0
CDHR2	0.0	0.0
TSPAN14	26.7513	32.5912
RPS15A	3712.097008	3288.797619
KLC1	61.31355	48.5798
SNRNP200	84.435716	70.421712
KANSL1L	6.15649	4.843218
MMP7	0.0	0.0
PFN1	3075.3759	3806.76601
DAPK2	11.2683	10.1235
RAB11FIP4	42.9442	31.93112
FOXO4	15.13745	12.85539
ESYT3	0.0660151	0.090684
CCT5	336.4453	377.244747
FABP7	0.0	0.0
NPRL3	38.954119	25.6719745
ISL1	0.130604	0.0415381
FAH	16.6536	16.2423
TMCO6	20.4065	19.9356
HIP1R	177.69837	124.35315
ST14	47.107767	46.302642
RBPJL	0.0	0.0
CAPZA3	0.0	0.0
SPIDR	9.60186	8.68076
CLCNKA	0.0	0.0
INPP5D	42.147349162956	39.9196936006305
ELK4	45.556799	33.063878
RBM46	0.0	0.0
LIPM	0.0558445	0.0
C5orf34	30.369	21.5285
TMEM131	25.2476485	23.060958
HAO2	0.0	0.0
TMEM132C	0.0	0.0
GPR35	2.665165	1.703109
OR2L2	0.0478601	0.016408
KRT19	0.0	0.0
ABRAXAS2	13.222321	14.0253293201
SIT1	46.27355	39.79331
AMIGO1	9.138066	6.067351
DIDO1	26.11347165	23.372748
TSNAX	63.97498	67.00227
RGSL1	0.0	0.0329726
BMX	0.0	0.215249
CFH	0.0437237	0.1043129
PRRG2	2.2413831	2.768241
C1orf100	0.111911	0.0
KIF12	0.0	0.0
TMEM107	11.0978	11.741258
C6orf163	0.0	0.0
SHBG	0.0	0.0
G2E3	7.7385	8.792194
DEPDC7	0.171678	0.238214
CELA3B	0.0845458	0.35763
MRPL47	21.618075	21.18871
LYPD6	0.0	0.0
SYNCRIP	140.690754514405	152.5311771
SLC7A7	0.560905	1.712786
SOX5	0.6341983	1.85728109874
SPACA5	0.0	0.0
M6PR	232.9793	239.73002
ADARB2	2.88851	1.98489
WWP1	6.86073	6.83914
OPTN	5.187701	6.0190252
MB21D2	0.0	0.100607
SLC24A5	0.995866	1.674049
CLSTN1	10.5379	13.48805
CCDC160	0.0	0.0
AGPAT1	44.969407	54.8830790013851
ZFP92	0.0631576	0.0357903
C15orf39	93.543427	75.89378
KIFAP3	0.922348	1.55281
KIF1A	0.0	0.0198558
RBM8A	124.87761	121.7724901
SLFNL1	0.0	0.0
MNAT1	22.87882	17.71655
FEM1A	16.8974	14.7777
PSMG4	45.5362	46.4882
TMEM52B	0.158649	0.0360344
DHRS9	0.882607	1.18781
NGLY1	37.4563	34.549305
GOLGA7B	0.133321713	0.073584535
TMEM45B	0.0896602	0.179672
C19orf18	0.0	0.0
REM2	1.272589	0.453591
NME3	30.03526	34.25405
DDX18	71.31936	76.068967
EGLN2	38.43878	38.237292
HSD17B8	57.09245	40.540550003346
PNOC	0.0	0.0
SUSD4	0.2697986	0.2444182434198
SLC29A2	2.57435	3.894
LAMA3	0.0	0.0
PTX3	0.0	0.0
LSM5	121.26493	115.886513
PCDHB14	0.00969302	0.0267753
PTPRC	673.053056	624.361767
PHC1	15.99060009858	13.203363148745
ZNF443	2.755204	3.90066
NKX3-2	0.270938	0.0627108
CHTF8	94.59265247	108.939070001019
C6orf62	122.1219	104.3886
EIF4ENIF1	109.669129	80.615074
SNX10	53.46711	49.76083
DBT	15.919114	13.081532
PTPRE	12.9426503	14.7697899
COG1	33.506621	30.060441
FSTL1	7.4101837	2.244865
PARP9	56.526719	66.467814
ARHGAP44	0.335659000690578	0.151577
CDK17	47.827561	44.729441
PCBP3	3.3966957	4.119242
HRASLS	0.0	0.0
FCGR2A	3.165454	10.526792
GMNC	0.0	0.0
TNNI3K	0.0	0.0
TIE1	0.0548316	0.0498548
SSBP1	63.699237	65.484296
JPH1	0.0308138	0.0
ITGAD	1.541981	1.5268111
RGS9BP	0.0447084	0.0919394
NOP16	39.97382	53.26934
ABCG4	0.476092	0.600942
SNRPD1	168.972	179.094
C9orf40	23.02732	24.59597
ADAMTS15	0.0289738	0.0169989
LHX9	0.0731778	0.0303974
TGFBR3	0.916817	2.5870367
WSCD1	0.0	0.0
PDE6B	0.0181489	0.0
GPX6	0.0	0.0
RNF14	32.74511	32.58185
S100A11	1702.6	1632.46
ANXA6	700.14227	680.06013
FANCM	6.98526	6.91654
RNF133	0.0	0.0
SPARCL1	0.0	0.0
DLX3	0.0	0.0
ZNHIT6	23.192225	22.965035
PRSS27	0.0637774	0.0
SDC1	2.63281	1.415018
ICA1L	2.2686	1.7019818
ROCK1	29.6965	26.2587
PHF21A	19.1408957408564	14.888858659638
MMP10	0.225216	0.938265
LRRTM4	0.0	0.0
ACADL	208.8457	224.996
MED22	43.45971	37.810572
MFAP5	0.0520902	0.164823
TMEM261	52.8021	67.7138
TULP3	1.430584	1.9284347
SIN3B	210.750478	213.579817
ALG13	6.41067	9.60635600117146
PRSS45	0.0664283	0.0
PPIP5K2	34.070819	29.1031109
CRIPT	28.00764959	33.795206
NUDT1	45.879178	49.333087
PTH2	0.0	0.0
FAM83B	0.0238878	0.0
FAM71D	0.0	0.0
BIRC7	0.0	0.0
TP63	0.1652369	0.4303403
RSPRY1	11.5940907	12.9503074
PNCK	0.157871	0.146581
VWA5A	4.630271	6.10006
NDST1	19.8647	18.3994
EFEMP2	2.4915358	2.216895
BBS4	5.706681	4.7887075
TMEM217	0.104739	0.297664
MICB	0.40576	0.5485507
KLK6	0.0	0.0
DLL1	0.2728559	0.1741802
EPN3	0.0191339	0.0
SDR39U1	76.1233	71.6968
PPP1R21	26.5173647296	24.953009
SSR4	193.86003	180.42577
XRCC5	36.7042	37.7582
HCRT	0.0	0.0
DIP2A	7.31314000425965	5.096119
WNT4	0.118548	0.0245193
CORO2A	179.22846	152.9503394
PLD2	13.162234	5.106273
INSL5	0.0	0.0
GNG13	0.324332	0.0
HOXA9	0.130131	1.1961219
